household_id,lat,lon,district,sector,children_under5,avg_meal_count,water_source,sanitation_tier,income_band,urban_rural
HH01270,-2.043813,30.144235,Kicukiro,Gahanga,0,5.0,protected_well,improved,medium,urban
HH01271,-2.001272,30.131427,Kicukiro,Masaka,1,4.0,piped,improved,low,urban
HH01272,-1.963721,30.089937,Kicukiro,Masaka,0,2.0,unprotected_well,improved,low,urban
HH01273,-2.0301,30.081577,Kicukiro,Niboye,5,3.0,unprotected_well,basic,low,rural
HH01274,-1.998352,30.140727,Kicukiro,Masaka,0,4.0,piped,basic,high,urban
HH01275,-2.021219,30.081469,Kicukiro,Niboye,2,2.0,protected_well,basic,high,urban
HH01276,-2.020605,30.083052,Kicukiro,Niboye,2,2.0,piped,limited,high,urban
HH01277,-2.031202,30.135315,Kicukiro,Gahanga,0,2.0,piped,basic,high,urban
HH01278,-2.001689,30.122181,Kicukiro,Masaka,3,5.0,piped,improved,low,urban
HH01279,-2.026238,30.137801,Kicukiro,Gahanga,0,5.0,piped,basic,high,urban
HH01280,-1.982801,30.101626,Kicukiro,Masaka,2,4.0,piped,improved,low,urban
HH01281,-2.018934,30.075642,Kicukiro,Niboye,0,4.0,piped,limited,medium,urban
HH01282,-2.033512,30.145436,Kicukiro,Gahanga,0,1.0,unprotected_well,limited,medium,rural
HH01283,-2.046805,30.08479,Kicukiro,Niboye,1,3.0,protected_well,improved,low,urban
HH01284,-1.969688,30.121064,Kicukiro,Masaka,3,2.0,protected_well,limited,very_low,rural
HH01285,-1.994585,30.086952,Kicukiro,Masaka,4,3.0,unprotected_well,improved,low,rural
HH01286,-1.991707,30.123169,Kicukiro,Masaka,3,5.0,piped,limited,high,urban
HH01287,-1.98247,30.076019,Kicukiro,Masaka,1,3.0,piped,limited,low,urban
HH01288,-2.011442,30.09489,Kicukiro,Niboye,1,4.0,piped,improved,very_low,urban
HH01289,-2.038121,30.140564,Kicukiro,Gahanga,5,2.0,piped,open_defecation,very_low,rural
HH01290,-1.965816,30.083099,Kicukiro,Masaka,2,1.0,river_lake,open_defecation,low,rural
HH01291,-2.018475,30.12118,Kicukiro,Gahanga,3,2.0,piped,basic,high,urban
HH01292,-1.99866,30.058494,Kicukiro,Masaka,0,2.0,unprotected_well,limited,high,urban
HH01293,-2.016888,30.060612,Kicukiro,Niboye,0,3.0,piped,improved,medium,urban
HH01294,-2.040087,30.105916,Kicukiro,Gahanga,1,4.0,piped,open_defecation,medium,urban
HH01295,-2.008414,30.093539,Kicukiro,Niboye,0,1.0,unprotected_well,open_defecation,low,rural
HH01296,-2.004922,30.101901,Kicukiro,Masaka,0,1.0,protected_well,improved,very_low,rural
HH01297,-2.028309,30.074706,Kicukiro,Niboye,1,3.0,unprotected_well,open_defecation,medium,rural
HH01298,-2.007705,30.07143,Kicukiro,Niboye,0,2.0,piped,open_defecation,high,urban
HH01299,-2.041881,30.130999,Kicukiro,Gahanga,0,4.0,protected_well,improved,medium,urban
HH01300,-2.013843,30.138674,Kicukiro,Gahanga,0,4.0,protected_well,limited,low,urban
HH01301,-2.035558,30.058908,Kicukiro,Niboye,0,3.0,unprotected_well,limited,very_low,rural
HH01302,-2.038989,30.142714,Kicukiro,Gahanga,1,5.0,piped,basic,medium,urban
HH01303,-2.020662,30.089205,Kicukiro,Niboye,0,4.0,piped,improved,low,urban
HH01304,-1.970005,30.067688,Kicukiro,Masaka,3,3.0,piped,basic,low,urban
HH01305,-2.020263,30.113066,Kicukiro,Gahanga,2,2.0,piped,basic,medium,urban
HH01306,-2.009368,30.113656,Kicukiro,Gahanga,0,4.0,piped,improved,high,urban
HH01307,-2.037097,30.060618,Kicukiro,Niboye,0,4.0,piped,improved,low,urban
HH01308,-1.994905,30.136165,Kicukiro,Masaka,4,1.0,unprotected_well,improved,low,rural
HH01309,-1.976668,30.062993,Kicukiro,Masaka,3,3.0,river_lake,improved,high,urban
HH01310,-2.010209,30.094889,Kicukiro,Niboye,1,2.0,unprotected_well,improved,medium,urban
HH01311,-2.027672,30.123478,Kicukiro,Gahanga,4,1.0,unprotected_well,open_defecation,medium,rural
HH01312,-1.96677,30.058782,Kicukiro,Masaka,3,4.0,piped,improved,low,urban
HH01313,-2.041694,30.131775,Kicukiro,Gahanga,1,4.0,piped,basic,low,urban
HH01314,-2.048374,30.114434,Kicukiro,Gahanga,0,3.0,protected_well,improved,high,urban
HH01315,-2.022432,30.126333,Kicukiro,Gahanga,1,2.0,piped,improved,medium,urban
HH01316,-2.047389,30.077059,Kicukiro,Niboye,5,1.0,piped,open_defecation,medium,rural
HH01317,-1.975451,30.080476,Kicukiro,Masaka,4,1.0,protected_well,limited,very_low,rural
HH01318,-1.989095,30.079374,Kicukiro,Masaka,0,3.0,piped,basic,medium,urban
HH01319,-2.015181,30.104764,Kicukiro,Gahanga,0,3.0,river_lake,limited,low,rural
HH01320,-2.025525,30.095132,Kicukiro,Niboye,5,1.0,unprotected_well,open_defecation,low,rural
HH01321,-2.017936,30.080563,Kicukiro,Niboye,3,2.0,protected_well,basic,medium,urban
HH01322,-1.966345,30.067691,Kicukiro,Masaka,1,5.0,protected_well,limited,medium,urban
HH01323,-2.031421,30.107858,Kicukiro,Gahanga,2,3.0,unprotected_well,improved,medium,urban
HH01324,-2.045693,30.146726,Kicukiro,Gahanga,2,3.0,protected_well,improved,low,urban
HH01325,-1.982529,30.076443,Kicukiro,Masaka,0,2.0,unprotected_well,improved,medium,urban
HH01326,-2.018225,30.098642,Kicukiro,Niboye,1,2.0,protected_well,open_defecation,low,rural
HH01327,-2.039152,30.086428,Kicukiro,Niboye,2,1.0,unprotected_well,improved,very_low,rural
HH01328,-1.974385,30.100893,Kicukiro,Masaka,1,2.0,protected_well,improved,medium,urban
HH01329,-2.043561,30.101942,Kicukiro,Niboye,2,3.0,piped,improved,medium,urban
HH01330,-2.026006,30.135525,Kicukiro,Gahanga,2,4.0,piped,open_defecation,medium,urban
HH01331,-1.967179,30.067476,Kicukiro,Masaka,1,2.0,piped,improved,high,urban
HH01332,-1.977658,30.144307,Kicukiro,Masaka,1,4.0,unprotected_well,limited,medium,urban
HH01333,-2.033372,30.1093,Kicukiro,Gahanga,2,3.0,piped,improved,medium,urban
HH01334,-2.028359,30.090433,Kicukiro,Niboye,1,4.0,protected_well,improved,high,urban
HH01335,-2.005929,30.111148,Kicukiro,Gahanga,0,2.0,piped,basic,medium,urban
HH01336,-2.007914,30.062642,Kicukiro,Niboye,2,4.0,protected_well,basic,medium,urban
HH01337,-1.990968,30.147679,Kicukiro,Masaka,0,2.0,piped,improved,very_low,urban
HH01338,-2.020729,30.083959,Kicukiro,Niboye,5,2.0,river_lake,open_defecation,medium,rural
HH01339,-2.021997,30.126526,Kicukiro,Gahanga,2,3.0,unprotected_well,improved,low,rural
HH01340,-2.035054,30.124208,Kicukiro,Gahanga,2,2.0,protected_well,improved,very_low,urban
HH01341,-2.018936,30.121569,Kicukiro,Gahanga,3,2.0,unprotected_well,improved,high,urban
HH01342,-2.006272,30.142764,Kicukiro,Gahanga,3,1.0,unprotected_well,open_defecation,medium,rural
HH01343,-2.006795,30.112931,Kicukiro,Gahanga,1,5.0,piped,improved,very_low,urban
HH01344,-2.042386,30.091551,Kicukiro,Niboye,4,2.0,unprotected_well,basic,very_low,rural
HH01345,-2.044047,30.146076,Kicukiro,Gahanga,3,4.0,protected_well,limited,low,urban
HH01346,-1.982637,30.118041,Kicukiro,Masaka,3,2.0,piped,improved,low,urban
HH01347,-2.006331,30.064278,Kicukiro,Niboye,1,4.0,piped,open_defecation,low,urban
HH01348,-1.975672,30.08361,Kicukiro,Masaka,2,1.0,protected_well,open_defecation,very_low,rural
HH01349,-2.035324,30.14173,Kicukiro,Gahanga,0,3.0,piped,improved,very_low,urban
HH01350,-2.035943,30.106326,Kicukiro,Gahanga,0,3.0,piped,improved,high,urban
HH01351,-2.007244,30.063572,Kicukiro,Niboye,1,3.0,piped,limited,high,urban
HH01352,-2.024937,30.112465,Kicukiro,Gahanga,0,3.0,river_lake,limited,low,rural
HH01353,-1.99053,30.070399,Kicukiro,Masaka,0,1.0,unprotected_well,open_defecation,high,rural
HH01354,-2.019582,30.079425,Kicukiro,Niboye,1,3.0,unprotected_well,improved,medium,urban
HH01355,-2.014424,30.072305,Kicukiro,Niboye,1,3.0,protected_well,improved,medium,urban
HH01356,-2.045151,30.145906,Kicukiro,Gahanga,0,2.0,unprotected_well,limited,low,urban
HH01357,-2.010068,30.111525,Kicukiro,Gahanga,2,4.0,piped,basic,high,urban
HH01358,-1.975258,30.136573,Kicukiro,Masaka,0,3.0,protected_well,improved,high,urban
HH01359,-1.98933,30.07988,Kicukiro,Masaka,2,2.0,piped,limited,high,urban
HH01360,-2.04998,30.099443,Kicukiro,Niboye,3,2.0,piped,basic,low,urban
HH01361,-1.986044,30.101983,Kicukiro,Masaka,2,2.0,river_lake,limited,low,rural
HH01362,-2.033868,30.058418,Kicukiro,Niboye,2,2.0,piped,improved,medium,urban
HH01363,-2.049999,30.060675,Kicukiro,Niboye,2,4.0,protected_well,limited,low,urban
HH01364,-2.016718,30.135597,Kicukiro,Gahanga,1,2.0,protected_well,improved,high,urban
HH01365,-2.034938,30.11538,Kicukiro,Gahanga,0,2.0,river_lake,basic,very_low,rural
HH01366,-2.031952,30.071478,Kicukiro,Niboye,1,2.0,piped,improved,medium,urban
HH01367,-2.032497,30.104688,Kicukiro,Gahanga,2,5.0,unprotected_well,basic,very_low,urban
HH01368,-1.973879,30.08559,Kicukiro,Masaka,3,5.0,unprotected_well,improved,medium,urban
HH01369,-2.047008,30.11395,Kicukiro,Gahanga,1,3.0,protected_well,limited,low,rural
HH01370,-2.039954,30.089343,Kicukiro,Niboye,1,2.0,river_lake,limited,low,rural
HH01371,-2.028889,30.060084,Kicukiro,Niboye,4,1.0,river_lake,limited,very_low,rural
HH01372,-2.041021,30.111331,Kicukiro,Gahanga,0,2.0,river_lake,open_defecation,low,rural
HH01373,-2.01193,30.073644,Kicukiro,Niboye,5,1.0,piped,limited,very_low,rural
HH01374,-2.005568,30.114025,Kicukiro,Gahanga,3,3.0,protected_well,basic,medium,urban
HH01375,-2.044464,30.134644,Kicukiro,Gahanga,2,4.0,piped,improved,medium,urban
HH01376,-2.017945,30.141187,Kicukiro,Gahanga,2,1.0,protected_well,limited,very_low,rural
HH01377,-1.994922,30.110238,Kicukiro,Masaka,1,5.0,piped,improved,medium,urban
HH01378,-2.010013,30.075453,Kicukiro,Niboye,0,3.0,unprotected_well,basic,high,urban
HH01379,-2.00817,30.116955,Kicukiro,Gahanga,3,5.0,protected_well,basic,very_low,urban
HH01380,-2.032378,30.09571,Kicukiro,Niboye,4,1.0,unprotected_well,limited,low,rural
HH01381,-2.024792,30.136413,Kicukiro,Gahanga,1,3.0,piped,basic,medium,urban
HH01382,-2.018075,30.140048,Kicukiro,Gahanga,0,4.0,piped,improved,low,urban
HH01383,-1.985422,30.102824,Kicukiro,Masaka,3,1.0,river_lake,basic,high,rural
HH01384,-2.017334,30.092912,Kicukiro,Niboye,0,4.0,protected_well,improved,medium,urban
HH01385,-2.049019,30.139766,Kicukiro,Gahanga,3,4.0,protected_well,improved,low,urban
HH01386,-2.041303,30.133744,Kicukiro,Gahanga,2,4.0,unprotected_well,basic,medium,urban
HH01387,-2.032157,30.143511,Kicukiro,Gahanga,2,3.0,unprotected_well,limited,high,urban
HH01388,-2.040553,30.112044,Kicukiro,Gahanga,1,3.0,protected_well,basic,low,urban
HH01389,-1.999152,30.104643,Kicukiro,Masaka,2,4.0,piped,open_defecation,medium,urban
HH01390,-2.017363,30.065718,Kicukiro,Niboye,2,5.0,piped,improved,medium,urban
HH01391,-2.014687,30.122164,Kicukiro,Gahanga,2,3.0,protected_well,improved,low,urban
HH01392,-2.036603,30.102832,Kicukiro,Niboye,1,5.0,piped,limited,very_low,urban
HH01393,-2.00548,30.085846,Kicukiro,Niboye,3,3.0,piped,improved,low,urban
HH01394,-2.037631,30.07941,Kicukiro,Niboye,1,2.0,unprotected_well,basic,high,urban
HH01395,-2.042148,30.120822,Kicukiro,Gahanga,0,5.0,protected_well,open_defecation,low,urban
HH01396,-2.038711,30.096797,Kicukiro,Niboye,1,4.0,piped,improved,medium,urban
HH01397,-1.970469,30.133146,Kicukiro,Masaka,1,2.0,piped,improved,medium,urban
HH01398,-2.009673,30.146837,Kicukiro,Gahanga,1,5.0,piped,basic,low,urban
HH01399,-2.001877,30.147414,Kicukiro,Masaka,1,4.0,protected_well,improved,medium,urban
HH01400,-1.96448,30.136193,Kicukiro,Masaka,3,4.0,piped,basic,low,urban
HH01401,-2.042303,30.085745,Kicukiro,Niboye,3,3.0,protected_well,basic,medium,urban
HH01402,-2.014804,30.082722,Kicukiro,Niboye,3,3.0,protected_well,improved,medium,urban
HH01403,-2.020594,30.129754,Kicukiro,Gahanga,0,2.0,river_lake,limited,low,urban
HH01404,-2.009675,30.077514,Kicukiro,Niboye,2,4.0,river_lake,basic,high,urban
HH01405,-2.034491,30.090269,Kicukiro,Niboye,0,4.0,piped,improved,low,urban
HH01406,-1.961941,30.14128,Kicukiro,Masaka,0,4.0,piped,improved,low,urban
HH01407,-1.987266,30.108075,Kicukiro,Masaka,0,5.0,piped,limited,medium,urban
HH01408,-1.970386,30.14077,Kicukiro,Masaka,3,2.0,piped,improved,low,urban
HH01409,-2.013574,30.111642,Kicukiro,Gahanga,2,3.0,protected_well,improved,high,urban
HH01410,-1.962951,30.109204,Kicukiro,Masaka,3,4.0,piped,improved,medium,urban
HH01411,-2.031051,30.114765,Kicukiro,Gahanga,2,3.0,piped,open_defecation,low,rural
HH01412,-2.030599,30.133775,Kicukiro,Gahanga,2,5.0,protected_well,open_defecation,high,urban
HH01413,-2.022266,30.122277,Kicukiro,Gahanga,1,1.0,river_lake,limited,medium,rural
HH01414,-2.009596,30.135893,Kicukiro,Gahanga,1,5.0,protected_well,limited,low,urban
HH01415,-1.962966,30.143418,Kicukiro,Masaka,0,2.0,protected_well,improved,high,urban
HH01416,-1.978714,30.092043,Kicukiro,Masaka,3,2.0,piped,basic,very_low,urban
HH01417,-1.964155,30.11003,Kicukiro,Masaka,2,3.0,piped,basic,medium,urban
HH01418,-2.022673,30.065419,Kicukiro,Niboye,3,1.0,protected_well,open_defecation,low,rural
HH01419,-2.009825,30.12765,Kicukiro,Gahanga,5,1.0,protected_well,limited,very_low,rural
HH01420,-1.976342,30.08691,Kicukiro,Masaka,1,1.0,unprotected_well,open_defecation,low,rural
HH01421,-2.013254,30.109466,Kicukiro,Gahanga,0,4.0,piped,improved,low,urban
HH01422,-1.983489,30.069883,Kicukiro,Masaka,0,3.0,protected_well,open_defecation,low,urban
HH01423,-2.003642,30.074184,Kicukiro,Masaka,3,4.0,piped,improved,low,urban
HH01424,-2.007301,30.083842,Kicukiro,Niboye,2,2.0,unprotected_well,open_defecation,medium,rural
HH01425,-1.96836,30.134344,Kicukiro,Masaka,4,2.0,unprotected_well,limited,very_low,rural
HH01426,-1.960645,30.136734,Kicukiro,Masaka,3,2.0,piped,improved,medium,urban
HH01427,-2.022782,30.142526,Kicukiro,Gahanga,1,2.0,unprotected_well,basic,medium,urban
HH01428,-2.041842,30.083259,Kicukiro,Niboye,2,3.0,river_lake,basic,low,urban
HH01429,-2.027612,30.065919,Kicukiro,Niboye,2,5.0,protected_well,improved,medium,urban
HH01430,-1.979624,30.07361,Kicukiro,Masaka,3,3.0,piped,improved,high,urban
HH01431,-2.022466,30.137965,Kicukiro,Gahanga,1,5.0,unprotected_well,improved,high,urban
HH01432,-1.993388,30.099712,Kicukiro,Masaka,2,2.0,unprotected_well,limited,very_low,rural
HH01433,-2.048756,30.139835,Kicukiro,Gahanga,1,3.0,river_lake,limited,low,rural
HH01434,-1.997824,30.086161,Kicukiro,Masaka,2,5.0,piped,basic,high,urban
HH01435,-2.028175,30.144841,Kicukiro,Gahanga,2,2.0,river_lake,basic,low,rural
HH01436,-2.021392,30.071235,Kicukiro,Niboye,4,1.0,protected_well,limited,very_low,rural
HH01437,-2.030972,30.084351,Kicukiro,Niboye,0,2.0,piped,improved,low,urban
HH01438,-2.028185,30.123924,Kicukiro,Gahanga,5,3.0,unprotected_well,basic,medium,rural
HH01439,-2.043828,30.10436,Kicukiro,Gahanga,5,3.0,protected_well,open_defecation,very_low,rural
HH01440,-2.043404,30.128162,Kicukiro,Gahanga,5,2.0,protected_well,basic,very_low,rural
HH01441,-2.023247,30.060761,Kicukiro,Niboye,1,2.0,protected_well,basic,medium,urban
HH01442,-2.007895,30.075499,Kicukiro,Niboye,0,4.0,protected_well,improved,low,urban
HH01443,-2.0173,30.114925,Kicukiro,Gahanga,1,1.0,unprotected_well,open_defecation,medium,rural
HH01444,-2.037306,30.087205,Kicukiro,Niboye,1,5.0,protected_well,improved,low,urban
HH01445,-2.03592,30.088799,Kicukiro,Niboye,0,5.0,piped,improved,medium,urban
HH01446,-1.972392,30.127791,Kicukiro,Masaka,0,2.0,protected_well,improved,low,urban
HH01447,-2.047538,30.138968,Kicukiro,Gahanga,0,5.0,piped,improved,medium,urban
HH01448,-2.009681,30.115283,Kicukiro,Gahanga,2,1.0,unprotected_well,limited,low,rural
HH01449,-2.0365,30.112362,Kicukiro,Gahanga,0,2.0,unprotected_well,basic,high,rural
HH01450,-2.006208,30.078461,Kicukiro,Niboye,3,4.0,piped,limited,medium,urban
HH01451,-2.02768,30.073092,Kicukiro,Niboye,3,4.0,protected_well,improved,low,urban
HH01452,-1.964725,30.07868,Kicukiro,Masaka,0,3.0,unprotected_well,open_defecation,low,rural
HH01453,-1.965847,30.099746,Kicukiro,Masaka,1,3.0,protected_well,open_defecation,medium,urban
HH01454,-2.000315,30.072568,Kicukiro,Masaka,0,5.0,piped,improved,medium,urban
HH01455,-2.048935,30.094426,Kicukiro,Niboye,1,2.0,unprotected_well,basic,medium,urban
HH01456,-2.008073,30.146394,Kicukiro,Gahanga,0,2.0,piped,basic,low,urban
HH01457,-2.017726,30.074596,Kicukiro,Niboye,2,4.0,piped,improved,medium,urban
HH01458,-1.988802,30.081207,Kicukiro,Masaka,2,3.0,river_lake,open_defecation,low,rural
HH01459,-1.977214,30.091919,Kicukiro,Masaka,5,1.0,river_lake,limited,very_low,rural
HH01460,-2.007824,30.146191,Kicukiro,Gahanga,0,3.0,river_lake,limited,medium,urban
HH01461,-2.03364,30.092052,Kicukiro,Niboye,3,2.0,river_lake,open_defecation,very_low,rural
HH01462,-2.005556,30.112818,Kicukiro,Gahanga,2,5.0,piped,open_defecation,low,urban
HH01463,-1.96251,30.11226,Kicukiro,Masaka,3,2.0,piped,basic,low,urban
HH01464,-1.977637,30.083128,Kicukiro,Masaka,2,5.0,piped,improved,medium,urban
HH01465,-2.043204,30.064279,Kicukiro,Niboye,1,3.0,protected_well,improved,high,urban
HH01466,-1.964678,30.112827,Kicukiro,Masaka,3,3.0,protected_well,basic,high,urban
HH01467,-2.015627,30.082437,Kicukiro,Niboye,2,5.0,unprotected_well,limited,high,urban
HH01468,-1.971603,30.068792,Kicukiro,Masaka,5,1.0,river_lake,limited,low,rural
HH01469,-2.019845,30.115983,Kicukiro,Gahanga,5,2.0,river_lake,limited,low,rural
HH01470,-2.01912,30.122386,Kicukiro,Gahanga,0,4.0,unprotected_well,open_defecation,low,urban
HH01471,-2.012812,30.125213,Kicukiro,Gahanga,2,4.0,unprotected_well,improved,medium,urban
HH01472,-1.966157,30.139995,Kicukiro,Masaka,3,3.0,piped,improved,medium,urban
HH01473,-2.016762,30.115842,Kicukiro,Gahanga,2,5.0,protected_well,limited,low,urban
HH01474,-2.038595,30.109004,Kicukiro,Gahanga,1,3.0,piped,limited,medium,urban
HH01475,-1.993467,30.142232,Kicukiro,Masaka,0,4.0,piped,improved,medium,urban
HH01476,-2.040017,30.073533,Kicukiro,Niboye,1,4.0,unprotected_well,improved,medium,urban
HH01477,-1.965766,30.087444,Kicukiro,Masaka,3,5.0,river_lake,improved,high,urban
HH01478,-2.016115,30.132579,Kicukiro,Gahanga,1,2.0,protected_well,improved,low,urban
HH01479,-1.978431,30.136041,Kicukiro,Masaka,5,3.0,unprotected_well,limited,medium,rural
HH01480,-2.003061,30.131446,Kicukiro,Masaka,1,5.0,piped,basic,high,urban
HH01481,-1.974978,30.113136,Kicukiro,Masaka,0,5.0,unprotected_well,improved,low,urban
HH01482,-2.03372,30.120351,Kicukiro,Gahanga,2,3.0,piped,improved,medium,urban
HH01483,-2.033663,30.077933,Kicukiro,Niboye,1,3.0,protected_well,limited,medium,urban
HH01484,-1.962049,30.086369,Kicukiro,Masaka,3,5.0,piped,improved,high,urban
HH01485,-1.996819,30.14574,Kicukiro,Masaka,2,2.0,protected_well,limited,low,urban
HH01486,-1.997326,30.087419,Kicukiro,Masaka,0,4.0,piped,basic,high,urban
HH01487,-2.047827,30.107915,Kicukiro,Gahanga,1,4.0,protected_well,improved,high,urban
HH01488,-2.040984,30.059592,Kicukiro,Niboye,1,1.0,river_lake,open_defecation,medium,rural
HH01489,-1.99375,30.14183,Kicukiro,Masaka,0,2.0,unprotected_well,basic,high,urban
HH01490,-1.969544,30.064464,Kicukiro,Masaka,3,3.0,river_lake,open_defecation,very_low,rural
HH01491,-2.018442,30.144437,Kicukiro,Gahanga,1,4.0,protected_well,improved,high,urban
HH01492,-2.047031,30.120891,Kicukiro,Gahanga,2,2.0,river_lake,limited,medium,rural
HH01493,-2.020264,30.084647,Kicukiro,Niboye,1,3.0,protected_well,basic,high,urban
HH01494,-2.045592,30.091096,Kicukiro,Niboye,0,3.0,piped,basic,high,urban
HH01495,-2.020953,30.139537,Kicukiro,Gahanga,2,2.0,piped,basic,low,urban
HH01496,-2.042982,30.06212,Kicukiro,Niboye,3,5.0,unprotected_well,improved,medium,urban
HH01497,-2.046549,30.124641,Kicukiro,Gahanga,3,3.0,piped,improved,medium,urban
HH01498,-1.971381,30.063558,Kicukiro,Masaka,2,4.0,river_lake,improved,low,urban
HH01499,-2.015929,30.091294,Kicukiro,Niboye,2,4.0,piped,basic,high,urban
HH01500,-2.013024,30.12384,Kicukiro,Gahanga,2,5.0,piped,improved,medium,urban
HH01501,-2.039196,30.111999,Kicukiro,Gahanga,5,2.0,unprotected_well,improved,medium,rural
HH01502,-2.037875,30.128229,Kicukiro,Gahanga,0,4.0,unprotected_well,improved,medium,urban
HH01503,-2.019233,30.105235,Kicukiro,Gahanga,0,2.0,piped,improved,medium,urban
HH01504,-2.002187,30.089771,Kicukiro,Masaka,1,5.0,piped,improved,medium,urban
HH01505,-1.982424,30.064939,Kicukiro,Masaka,3,2.0,unprotected_well,improved,very_low,urban
HH01506,-1.994714,30.133137,Kicukiro,Masaka,1,5.0,piped,improved,medium,urban
HH01507,-2.010574,30.136062,Kicukiro,Gahanga,3,3.0,unprotected_well,limited,very_low,rural
HH01508,-1.970111,30.10998,Kicukiro,Masaka,1,1.0,protected_well,open_defecation,high,rural
HH01509,-1.97976,30.073823,Kicukiro,Masaka,0,3.0,piped,improved,medium,urban
HH01510,-2.038852,30.073813,Kicukiro,Niboye,0,4.0,piped,improved,low,urban
HH01511,-2.04801,30.095349,Kicukiro,Niboye,2,3.0,river_lake,basic,very_low,urban
HH01512,-2.045219,30.104595,Kicukiro,Gahanga,0,5.0,piped,improved,medium,urban
HH01513,-2.03532,30.111807,Kicukiro,Gahanga,0,4.0,protected_well,improved,low,urban
HH01514,-2.006487,30.060413,Kicukiro,Niboye,1,2.0,piped,improved,high,urban
HH01515,-1.963477,30.076037,Kicukiro,Masaka,2,2.0,piped,limited,medium,urban
HH01516,-1.976761,30.141098,Kicukiro,Masaka,3,4.0,piped,limited,low,urban
HH01517,-2.044202,30.101204,Kicukiro,Niboye,0,2.0,piped,improved,low,urban
HH01518,-2.037064,30.087194,Kicukiro,Niboye,1,3.0,piped,improved,medium,urban
HH01519,-1.973224,30.073145,Kicukiro,Masaka,3,3.0,piped,improved,medium,urban
HH01520,-1.965801,30.119181,Kicukiro,Masaka,3,3.0,unprotected_well,basic,high,urban
HH01521,-1.997565,30.073541,Kicukiro,Masaka,2,5.0,protected_well,improved,low,urban
HH01522,-2.041542,30.109984,Kicukiro,Gahanga,3,2.0,piped,limited,medium,urban
HH01523,-2.027092,30.094695,Kicukiro,Niboye,3,3.0,river_lake,open_defecation,medium,rural
HH01524,-2.046525,30.134181,Kicukiro,Gahanga,3,4.0,unprotected_well,improved,high,urban
HH01525,-2.017553,30.141147,Kicukiro,Gahanga,1,2.0,piped,improved,medium,urban
HH01526,-2.011782,30.072456,Kicukiro,Niboye,1,2.0,protected_well,basic,medium,rural
HH01527,-2.038483,30.134057,Kicukiro,Gahanga,4,1.0,unprotected_well,open_defecation,very_low,rural
HH01528,-2.016266,30.103959,Kicukiro,Gahanga,0,4.0,piped,improved,low,urban
HH01529,-2.020626,30.071038,Kicukiro,Niboye,3,3.0,unprotected_well,basic,medium,urban
HH01530,-2.015932,30.120955,Kicukiro,Gahanga,0,1.0,protected_well,improved,medium,rural
HH01531,-2.011429,30.138917,Kicukiro,Gahanga,1,2.0,unprotected_well,basic,low,urban
HH01532,-2.037399,30.081366,Kicukiro,Niboye,2,2.0,river_lake,limited,medium,urban
HH01533,-2.003732,30.073322,Kicukiro,Masaka,1,2.0,protected_well,improved,high,urban
HH01534,-1.987275,30.104696,Kicukiro,Masaka,3,5.0,piped,improved,low,urban
HH01535,-2.049836,30.096692,Kicukiro,Niboye,3,3.0,piped,improved,very_low,urban
HH01536,-2.038051,30.118895,Kicukiro,Gahanga,2,4.0,river_lake,improved,medium,urban
HH01537,-2.011259,30.058706,Kicukiro,Niboye,0,3.0,unprotected_well,basic,high,urban
HH01538,-1.977896,30.10999,Kicukiro,Masaka,0,1.0,piped,improved,very_low,rural
HH01539,-2.042613,30.093543,Kicukiro,Niboye,1,2.0,unprotected_well,limited,high,urban
HH01540,-2.033655,30.134312,Kicukiro,Gahanga,3,1.0,unprotected_well,basic,low,rural
HH01541,-2.02406,30.108018,Kicukiro,Gahanga,1,1.0,river_lake,limited,medium,rural
HH01542,-1.978315,30.134398,Kicukiro,Masaka,0,3.0,piped,improved,high,urban
HH01543,-1.972001,30.097788,Kicukiro,Masaka,2,3.0,protected_well,limited,very_low,urban
HH01544,-2.013728,30.06106,Kicukiro,Niboye,3,2.0,protected_well,basic,low,rural
HH01545,-2.035001,30.075224,Kicukiro,Niboye,3,2.0,river_lake,open_defecation,very_low,rural
HH01546,-2.040586,30.077024,Kicukiro,Niboye,1,4.0,piped,limited,low,urban
HH01547,-1.983578,30.122244,Kicukiro,Masaka,3,3.0,piped,limited,high,urban
HH01548,-2.041441,30.062551,Kicukiro,Niboye,0,2.0,unprotected_well,limited,medium,rural
HH01549,-2.03961,30.13799,Kicukiro,Gahanga,1,2.0,unprotected_well,improved,medium,urban
HH01550,-2.039236,30.093409,Kicukiro,Niboye,3,2.0,piped,improved,low,urban
HH01551,-2.00597,30.072407,Kicukiro,Niboye,0,3.0,protected_well,basic,medium,urban
HH01552,-2.028084,30.080992,Kicukiro,Niboye,3,3.0,protected_well,basic,very_low,urban
HH01553,-2.03177,30.130396,Kicukiro,Gahanga,1,4.0,protected_well,improved,medium,urban
HH01554,-2.01247,30.121987,Kicukiro,Gahanga,0,5.0,piped,basic,medium,urban
HH01555,-2.020524,30.064556,Kicukiro,Niboye,0,4.0,river_lake,basic,medium,urban
HH01556,-2.017546,30.087493,Kicukiro,Niboye,2,4.0,protected_well,limited,medium,urban
HH01557,-2.028633,30.13795,Kicukiro,Gahanga,0,3.0,piped,improved,medium,urban
HH01558,-1.988604,30.094388,Kicukiro,Masaka,3,2.0,piped,limited,very_low,urban
HH01559,-2.037909,30.129822,Kicukiro,Gahanga,0,5.0,protected_well,improved,low,urban
